"ID"	"R_G"	"gene_copies"	"R_G_cutoff"	"detection_status"
"S1154_MG_065_A"	0.974590417456682	2.837	0.659519292152601	"detected"
"S1155_MG_066_A"	0.996772214615212	7509.38696537678	0.658763367759438	"detected"
"S1156_MG_067_A"	0.990619401412923	13.564	0.659519292152601	"detected"
"S1157_MG_068_A"	0.97273935272259	2.605	0.659519292152601	"detected"
"S1158_MG_069_A"	0.989550895184342	143.927125506073	0.659017295407778	"detected"
"S1159_MG_070_A"	0.864174826477139	0.593	0.659519292152601	"detected"
"S1160_MG_071_A"	0.990529466511905	37.396	0.659519292152601	"detected"
"S1161_MG_072_A"	0.990864189279467	1216.21564694082	0.659394516746925	"detected"
"S1162_MG_073_A"	0.992444025416617	550.308	0.659519292152601	"detected"
"S1163_MG_074_A"	0.995107958832662	7082.14042553191	0.678864747588926	"detected"
"S1164_MG_075_A"	0.93198803587609	1.59405940594059	0.682461221949428	"detected"
"S1165_MG_076_A"	0.989928393456665	5.14857456140351	0.682578218086982	"detected"
"S1166_MG_077_A"	0.990894439198943	4344.39191564148	0.664791699755266	"detected"
"S1167_MG_078_A"	0.988341665779541	155.024778761062	0.679951046394798	"detected"
"S1168_MG_079_A"	0.99139579451569	35.5834196891192	0.684569392228962	"detected"
