"ID"	"R_G"	"gene_copies"	"R_G_cutoff"	"detection_status"
"S1098_MG_012_A"	0.985540615786968	269.053810160428	0.699146438160676	"detected"
"S1099_MG_013_A"	0.991621719334597	1064.78720538721	0.698913083522707	"detected"
"S1100_MG_014_A"	0.998648895631968	7833.87773532477	0.697924832641494	"detected"
"S1101_MG_015_A"	0.991348018896041	55.2313904494382	0.697579392432955	"detected"
"S1102_MG_016_A"	0.995893165117157	5749.17365491651	0.695804142940156	"detected"
"S1103_MG_017_A"	0.836368645473285	0.380898452246131	0.695246057458571	"detected"
"S1104_MG_018_A"	0.990767580154511	18.0178849144635	0.694284661704441	"detected"
"S1105_MG_019_A"	0.990823821615925	3774.824609375	0.694131644172561	"detected"
"S1106_MG_020_A"	0.988582320454627	103.800336983993	0.6916404251963	"detected"
"S1107_MG_021_A"	0.989435235468589	3214.2588028169	0.690169659574792	"detected"
"S1108_MG_022_A"	0.987779073329801	912.341603898981	0.689946493379902	"detected"
"S1109_MG_023_A"	0.991838994398125	2828.13425287356	0.688693213804422	"detected"
"S1110_MG_024_A"	0.988792398204472	39.2032183908046	0.688693213804422	"detected"
"S1111_MG_025_A"	0.998961697161907	7709.14538405622	0.708953972203785	"detected"
"S1112_MG_026_A"	0.97353812791356	6.92643452672879	0.686479900207048	"detected"
"S1113_MG_027_A"	0.988268956469082	49.0235525024534	0.686462953212523	"detected"
"S1114_MG_028_A"	0.98362458622562	84.040932642487	0.684569392228962	"detected"
"S1115_MG_029_A"	0.992282262820147	326.712416107383	0.699019415486418	"detected"
"S1116_MG_030_A"	0.992681750785779	1906.20704697987	0.699019415486418	"detected"
"S1117_MG_031_A"	0.856455148111222	0.396979865771812	0.699019415486418	"detected"
"S1118_MG_032_A"	0.967554307209637	4.50234899328859	0.699019415486418	"detected"
"S1119_MG_033_A"	0.92279853326396	2.02953020134228	0.699019415486418	"detected"
"S1120_MG_034_A"	0.992239575007316	17.9738255033557	0.699019415486418	"detected"
"S1121_MG_035_A"	0.986178393190073	1233.60234899329	0.699019415486418	"detected"
"S1122_MG_036_A"	0.996399291247967	7593.9610738255	0.699019415486418	"detected"
"S1123_MG_037_A"	0.943979317909141	2.00369127516779	0.699019415486418	"detected"
"S1124_MG_038_A"	0.991807957355567	62.2013422818792	0.699019415486418	"detected"
"S1125_MG_039_A"	0.997645913757516	7589.72617449664	0.699019415486418	"detected"
"S1126_MG_040_A"	0.986553263877127	29.2734899328859	0.699019415486418	"detected"
"S1127_MG_041_A"	0.99665603307366	6842.51510067114	0.699019415486418	"detected"
"S1128_MG_042_A"	0.990444960304965	141.119798657718	0.699019415486418	"detected"
"S1129_MG_043_A"	0.994390365229667	4408.34127516779	0.699019415486418	"detected"
"S1130_MG_044_A"	0.924817502867452	0.922818791946309	0.699019415486418	"detected"
"S1131_MG_045_A"	0.995834055295657	5663.81912751678	0.699019415486418	"detected"
"S1132_MG_046_A"	0.846681197221808	0.415771812080537	0.699019415486418	"detected"
"S1133_MG_047_A"	0.96739452780837	5.17852348993289	0.699019415486418	"detected"
"S1134_MG_048_A"	0.996928486304313	1185.83624161074	0.699019415486418	"detected"
"S1138_MG_049_A"	0.926903053845902	2.72810810810811	0.683079717710413	"detected"
"S1139_MG_050_A"	0.991048745090877	108.115886833515	0.682849354447219	"detected"
"S1140_MG_051_A"	0.989484723788789	875.305921052632	0.682578218086982	"detected"
"S1141_MG_052_A"	0.990449810207444	4641.36384053902	0.681728952061114	"detected"
"S1142_MG_053_A"	0.917071688061844	0.941592920353982	0.679951046394798	"detected"
"S1143_MG_054_A"	0.941035051083423	2.73230220107079	0.67965096014653	"detected"
"S1144_MG_055_A"	0.988849304403493	406.59412470024	0.679369498837613	"detected"
"S1145_MG_056_A"	0.988129925066382	950.288380493678	0.67921680458077	"detected"
"S1146_MG_057_A"	0.981131974134881	33.2395136778116	0.678864747588926	"detected"
"S1147_MG_058_A"	0.989353481778578	4177.89692017599	0.677644168335168	"detected"
"S1148_MG_059_A"	0.991126780961245	214.194480102696	0.676872429354924	"detected"
"S1149_MG_060_A"	0.991728995353171	4517.59168865435	0.675860052314627	"detected"
"S1150_MG_061_A"	0.98971216719455	12.8647757255937	0.675860052314627	"detected"
"S1151_MG_062_A"	0.992339937255404	72.2104909213181	0.675140268076403	"detected"
"S1152_MG_063_A"	0.993008609801317	4622.40246045694	0.664791699755266	"detected"
"S1153_MG_064_A"	0.990417365998089	5.657	0.659519292152601	"detected"
"S1154_MG_065_A"	0.940569880437495	0.96	0.659519292152601	"detected"
"S1155_MG_066_A"	0.997288544167965	7474.87780040733	0.658763367759438	"detected"
"S1156_MG_067_A"	0.987072290445357	13.088	0.659519292152601	"detected"
"S1157_MG_068_A"	0.952354641625995	1.503	0.659519292152601	"detected"
"S1158_MG_069_A"	0.990946620090969	106.528340080972	0.659017295407778	"detected"
"S1159_MG_070_A"	0.766294494893842	0.25	0.659519292152601	"detected"
"S1160_MG_071_A"	0.997115438271552	38.654	0.659519292152601	"detected"
"S1161_MG_072_A"	0.99242094275254	960.717151454363	0.659394516746925	"detected"
"S1162_MG_073_A"	0.994415812998518	422.456	0.659519292152601	"detected"
"S1163_MG_074_A"	0.995298572913879	7044.03647416413	0.678864747588926	"detected"
"S1164_MG_075_A"	0.838432792774349	0.695819581958196	0.682461221949428	"detected"
"S1165_MG_076_A"	0.97107658531258	4.75109649122807	0.682578218086982	"detected"
"S1166_MG_077_A"	0.993044591378015	3685.90421792619	0.664791699755266	"detected"
"S1167_MG_078_A"	0.989264410302562	121.552802359882	0.679951046394798	"detected"
"S1168_MG_079_A"	0.983703572878253	30.0259067357513	0.684569392228962	"detected"
