"ID"	"R_G"	"gene_copies"	"R_G_cutoff"	"detection_status"
"NC_000936.1_S3"	0.987606415642436	873.3	0.659519292152601	"detected"
"NC_010429.1_S4"	0.978583551259038	3.207	0.659519292152601	"detected"
"NC_025708.1_S1"	0.990446031070509	4491.406	0.659519292152601	"detected"
"NC_027637.1_S2"	0.804136448831368	0.268	0.659519292152601	"detected"
"NC_039057.1_S1"	0.990732359089193	24.977	0.659519292152601	"detected"
"S1080_ML_001_A"	0.969172269447802	3.06266465939029	0.716201878474442	"detected"
"S1081_ML_002_A"	0.972867931191525	5.02874595759971	0.717489538849737	"detected"
"S1082_ML_003_A"	0.995345662681121	59.5984419263456	0.723911485856384	"detected"
"S1083_ML_004_A"	0.962654044273776	10.7907835581246	0.720562908341099	"detected"
"S1084_ML_005_A"	0.992469123049734	605.624788135593	0.71285101878503	"detected"
"S1085_ML_006_A"	0.977839176215923	78.570551474619	0.730501965650604	"detected"
"S1086_ML_007_A"	0.95052652433159	2.41175166297118	0.711542325851614	"detected"
"S1087_MG_001_A"	0.86789365764573	0.489123679303915	0.701428299917947	"detected"
"S1088_MG_002_A"	0.989836840828023	4291.9346900142	0.687706121110288	"detected"
"S1089_MG_003_A"	0.995024700384536	767.109682498032	0.706588522123446	"detected"
"S1090_MG_004_A"	0.994952845651913	983.511275272162	0.694284661704441	"detected"
"S1091_MG_005_A"	0.914041173266557	1.34877873563218	0.696851400518646	"detected"
"S1092_MG_006_A"	0.997740844877702	7645.45445920304	0.709580714454523	"detected"
"S1093_MG_007_A"	0.990721041287384	1181.38446648923	0.708996738006871	"detected"
"S1094_MG_008_A"	0.989737883874704	2777.8220488296	0.70782975757118	"detected"
"S1095_MG_009_A"	0.995023589570402	4372.52846635794	0.705463002072202	"detected"
"S1096_MG_010_A"	0.996782946296422	5504.56432566812	0.701428299917947	"detected"
"S1097_MG_011_A"	0.91237556202462	1.49125756556826	0.698955668881101	"detected"
