"ID"	"R_G"	"C_o"	"R_FVE"	"B_G"	"gene_copies"
"S1116_MG_030_A"	"0.748511750058532"	"0.13208649912332"	"1.01121606633014"	"479"	"0.139976621858562"
"S1117_MG_031_A"	"0.652485167125958"	"0.0612607280260432"	"0.93886954167142"	"228"	"0.0674755844924534"
"S1118_MG_032_A"	"0.697960574909188"	"0.0887905604719764"	"0.943633814646027"	"335"	"0.0988200589970502"
"S1119_MG_033_A"	"0.579652819725594"	"0.0328694107195736"	"1.01652473691872"	"111"	"0.0328694107195736"
"S1120_MG_034_A"	"0.703916507120019"	"0.0924567067801585"	"0.968054267540841"	"342"	"0.100381567361315"
"S1121_MG_035_A"	"0.61780456807306"	"0.0456296296296296"	"0.973614610275624"	"162"	"0.048"
"S1122_MG_036_A"	"0.624623081491664"	"0.0568079350766456"	"0.781749129846518"	"251"	"0.0754433423504659"
"S1123_MG_037_A"	"0.660431332597403"	"0.064395033208201"	"0.961736056669074"	"240"	"0.0693040716142073"
"S1124_MG_038_A"	"0.611022501213786"	"0.0435773283964682"	"0.886378508048754"	"177"	"0.050412987752777"
"S1125_MG_039_A"	"0.650141037761568"	"0.0584223013048636"	"1.02444650342565"	"198"	"0.0587188612099644"
"S1126_MG_040_A"	"0.667809195012321"	"0.0677819440438419"	"0.989576278623458"	"246"	"0.0709547158927026"
"S1127_MG_041_A"	"0.625717843242313"	"0.0492390331244405"	"0.946626398639967"	"179"	"0.0534168904804536"
"S1128_MG_042_A"	"0.63047965564063"	"0.0499274310595065"	"0.991470816189075"	"178"	"0.0516690856313498"
"S1129_MG_043_A"	"0.689920626956856"	"0.0879783067188912"	"0.876673184400866"	"351"	"0.105754745405243"
"S1130_MG_044_A"	"0.63913353298376"	"0.0578034682080925"	"0.877444256680867"	"224"	"0.0681472467295406"
"S1131_MG_045_A"	"0.718625976131715"	"0.101816016671628"	"1.05177173422084"	"342"	"0.101816016671628"
"S1132_MG_046_A"	"0.636659266834072"	"0.0543957659511908"	"0.887949540242418"	"215"	"0.0632167009703029"
"S1133_MG_047_A"	"0.633279853736047"	"0.0547248803827751"	"0.886807830579046"	"213"	"0.0636961722488038"
"S1134_MG_048_A"	"0.686107142345701"	"0.080697605675436"	"0.938979335080711"	"304"	"0.0898610700561632"
"S1138_MG_049_A"	"0.725731336758972"	"0.136470588235294"	"0.833425785154785"	"380"	"0.178823529411765"
"S1139_MG_050_A"	"0.542845289501298"	"0.0297346752058554"	"1.01494101575969"	"65"	"0.0297346752058554"
"S1140_MG_051_A"	"0.637113591259704"	"0.064066852367688"	"0.917035438599214"	"156"	"0.0724233983286908"
"S1141_MG_052_A"	"0.594126709751527"	"0.0461245839277223"	"0.938350362720005"	"106"	"0.0504041844983357"
"S1142_MG_053_A"	"0.631440415026768"	"0.0634441087613293"	"0.901073547560549"	"145"	"0.0730110775427996"
"S1143_MG_054_A"	"0.551794874511149"	"0.0546955624355005"	"0.544902999586717"	"205"	"0.10577915376677"
"S1144_MG_055_A"	"0.572350154096888"	"0.0419161676646707"	"0.886295848026066"	"89"	"0.0484485574305934"
"S1145_MG_056_A"	"0.629774929274814"	"0.0636313768513439"	"0.960179251184193"	"125"	"0.0685682940208448"
"S1146_MG_057_A"	"0.403906415019509"	"0.0715811965811966"	"0.144761963994736"	"1277"	"0.68215811965812"
"S1147_MG_058_A"	"0.598902237778825"	"0.0498583569405099"	"1.02513632453455"	"88"	"0.0498583569405099"
"S1148_MG_059_A"	"0.636759748779124"	"0.0674536256323777"	"0.971631221623304"	"128"	"0.0719505340078696"
"S1149_MG_060_A"	"0.623515022739594"	"0.0612612612612613"	"1.03094335624808"	"102"	"0.0612612612612613"
"S1150_MG_061_A"	"0.47641664403396"	"0.0207443563148261"	"1.01040803859346"	"34"	"0.0207443563148261"
"S1151_MG_062_A"	"0.595657677311926"	"0.0548025928108427"	"0.836406407224818"	"115"	"0.0677666470241603"
"S1152_MG_063_A"	"0.621526454868881"	"0.0659090909090909"	"1.03331651993706"	"87"	"0.0659090909090909"
"S1153_MG_064_A"	"0.574899371524727"	"0.0503089143865843"	"1.02536536386898"	"57"	"0.0503089143865843"
"S1154_MG_065_A"	"0.622787685417096"	"0.0703605980650836"	"1.03559281614354"	"80"	"0.0703605980650836"
"S1155_MG_066_A"	"0.538632971828401"	"0.0398886827458256"	"1.02007693010784"	"43"	"0.0398886827458256"
"S1156_MG_067_A"	"0.486819584616264"	"0.0277264325323475"	"1.01392727836712"	"30"	"0.0277264325323475"
"S1157_MG_068_A"	"0.505844777529695"	"0.030176026823135"	"1.01516389497619"	"36"	"0.030176026823135"
"S1158_MG_069_A"	"0.597261377009058"	"0.0581196581196581"	"1.0293413044353"	"68"	"0.0581196581196581"
"S1159_MG_070_A"	"0.628846821103668"	"0.0726495726495727"	"1.0367645776734"	"85"	"0.0726495726495727"
"S1160_MG_071_A"	"0.701967139070049"	"0.124896608767577"	"0.957393843871578"	"169"	"0.139784946236559"
"S1161_MG_072_A"	"0.629585278139072"	"0.0779450841452613"	"0.854408613567244"	"108"	"0.095659875996457"
"S1162_MG_073_A"	"0.714122574236721"	"0.133547868061142"	"1.00095135198072"	"178"	"0.14320193081255"
"S1163_MG_074_A"	"0.392617032291493"	"0.0345205479452055"	"0.186748622041472"	"373"	"0.204383561643836"
"S1164_MG_075_A"	"0.642122173915731"	"0.0649663137632339"	"1.03283485063659"	"135"	"0.0649663137632339"
"S1165_MG_076_A"	"0.606465714489182"	"0.0500495540138751"	"1.02523351478052"	"101"	"0.0500495540138751"
"S1166_MG_077_A"	"0.645457761524462"	"0.0808767951625095"	"0.94020419908322"	"119"	"0.0899470899470899"
"S1167_MG_078_A"	"0.665096308733821"	"0.0831567796610169"	"0.919330266649208"	"179"	"0.0948093220338983"
"S1168_MG_079_A"	"0.582521975524081"	"0.041388518024032"	"0.90656970910262"	"105"	"0.0467289719626168"
