"ID"	"R_G"	"LOD"
"NC_000936.1_S3"	"0.572653400341221"	"0"
"NC_010429.1_S4"	"0.620509288125111"	"0"
"NC_025708.1_S1"	"0.665477458884258"	"0"
"NC_027637.1_S2"	"0.610565002369382"	"0"
"NC_039057.1_S1"	"0.332663796988183"	"0"
"S1081_ML_002_A"	"0.683990179865927"	"0"
"S1082_ML_003_A"	"0.679717960086914"	"0"
"S1083_ML_004_A"	"0.663792544460108"	"0"
"S1084_ML_005_A"	"0.648864092974413"	"0"
"S1085_ML_006_A"	"0.518614411617338"	"0"
"S1086_ML_007_A"	"0.667746943987533"	"0"
"S1087_MG_001_A"	"0.670561222959305"	"0"
"S1088_MG_002_A"	"0.64713645934994"	"0"
"S1089_MG_003_A"	"0.607721337962575"	"0"
"S1090_MG_004_A"	"0.619301778002978"	"0"
"S1091_MG_005_A"	"0.713316987514106"	"1"
"S1092_MG_006_A"	"0.657441501847587"	"0"
"S1093_MG_007_A"	"0.611323324259312"	"0"
"S1094_MG_008_A"	"0.707723900122162"	"0"
"S1095_MG_009_A"	"0.680526737109214"	"0"
"S1096_MG_010_A"	"0.722444740239338"	"1"
"S1097_MG_011_A"	"0.657771384821779"	"0"
"S1098_MG_012_A"	"0.654869025212972"	"0"
"S1099_MG_013_A"	"0.641411742551469"	"0"
"S1100_MG_014_A"	"0.622195998841903"	"0"
"S1101_MG_015_A"	"0.710147503294206"	"1"
"S1102_MG_016_A"	"0.368553257018891"	"0"
"S1103_MG_017_A"	"0.640782474942036"	"0"
"S1104_MG_018_A"	"0.620040887362604"	"0"
"S1105_MG_019_A"	"0.611328293506122"	"0"
"S1106_MG_020_A"	"0.672311438486501"	"0"
"S1107_MG_021_A"	"0.657455896642854"	"0"
"S1108_MG_022_A"	"0.700379983247339"	"0"
"S1109_MG_023_A"	"0.625842470905773"	"0"
"S1110_MG_024_A"	"0.647941480177259"	"0"
"S1111_MG_025_A"	"0.640131256435138"	"0"
"S1112_MG_026_A"	"0.60912644852048"	"0"
"S1113_MG_027_A"	"0.569555347534633"	"0"
"S1114_MG_028_A"	"0.646061878457926"	"0"
"S1115_MG_029_A"	"0.645985947287959"	"0"
"S1116_MG_030_A"	"0.678577457902553"	"0"
"S1117_MG_031_A"	"0.673556249033306"	"0"
"S1118_MG_032_A"	"0.736108357006689"	"1"
"S1119_MG_033_A"	"0.63117330191161"	"0"
"S1120_MG_034_A"	"0.677148857219949"	"0"
"S1121_MG_035_A"	"0.684342248145121"	"0"
"S1122_MG_036_A"	"0.698406172155277"	"0"
"S1123_MG_037_A"	"0.467238058723387"	"0"
"S1124_MG_038_A"	"0.641076512324765"	"0"
"S1125_MG_039_A"	"0.490378513369976"	"0"
"S1126_MG_040_A"	"0.689148858627235"	"0"
"S1127_MG_041_A"	"0.696699285575498"	"0"
"S1128_MG_042_A"	"0.623944401125762"	"0"
"S1129_MG_043_A"	"0.660593598297131"	"0"
"S1130_MG_044_A"	"0.659021672276559"	"0"
"S1131_MG_045_A"	"0.708960164713395"	"0"
"S1132_MG_046_A"	"0.689170783898973"	"0"
"S1133_MG_047_A"	"0.689508483554284"	"0"
"S1134_MG_048_A"	"0.60118683949001"	"0"
"S1138_MG_049_A"	"0.562345060766974"	"1"
"S1139_MG_050_A"	"0.640336329499964"	"0"
"S1140_MG_051_A"	"0.625784788339687"	"0"
"S1141_MG_052_A"	"0.585180770985121"	"0"
"S1142_MG_053_A"	"0.63050654414901"	"0"
"S1143_MG_054_A"	"0.505560241778567"	"0"
"S1144_MG_055_A"	"0.631623122616461"	"0"
"S1145_MG_056_A"	"0.544871754197342"	"0"
"S1146_MG_057_A"	"0.588520921563709"	"0"
"S1147_MG_058_A"	"0.511215234721321"	"0"
"S1148_MG_059_A"	"0.63815282295958"	"0"
"S1149_MG_060_A"	"0.576788088137869"	"0"
"S1150_MG_061_A"	"0.58789157796545"	"0"
"S1151_MG_062_A"	"0.588763546189767"	"0"
"S1152_MG_063_A"	"0.702909344624021"	"1"
"S1153_MG_064_A"	"0.473842587968874"	"0"
"S1154_MG_065_A"	"0.640926517705035"	"0"
"S1155_MG_066_A"	"0.680916073617504"	"1"
"S1156_MG_067_A"	"0.609435879912383"	"0"
"S1157_MG_068_A"	"0.615533071859082"	"0"
"S1158_MG_069_A"	"0.696357566830895"	"1"
"S1159_MG_070_A"	"0.656807823559413"	"0"
"S1160_MG_071_A"	"0.699207462563391"	"1"
"S1161_MG_072_A"	"0.734722178414522"	"1"
"S1162_MG_073_A"	"0.712815221344562"	"1"
"S1163_MG_074_A"	"0.564382243168392"	"0"
"S1164_MG_075_A"	"0.71620331144896"	"1"
"S1165_MG_076_A"	"0.651356616098694"	"0"
"S1166_MG_077_A"	"0.6709173511482"	"0"
"S1167_MG_078_A"	"0.630049792052161"	"0"
"S1168_MG_079_A"	"0.577762630339826"	"0"
