"ID"	"R_G"	"C_o"	"R_FVE"	"B_G"	"gene_copies"
"S1140_MG_051_A"	"0.647621405461834"	"0.0656966490299824"	"1.03320796945285"	"149"	"0.0656966490299824"
"S1141_MG_052_A"	"0.646659050122049"	"0.067741935483871"	"0.970585093318153"	"157"	"0.0723502304147465"
"S1142_MG_053_A"	"0.648594449104207"	"0.0684798445847499"	"1.03463068251183"	"141"	"0.0684798445847499"
"S1143_MG_054_A"	"0.52265493337251"	"0.0266197890507283"	"1.0133689449254"	"53"	"0.0266197890507283"
"S1144_MG_055_A"	"0.505735433053885"	"0.0237113402061856"	"1.0119025219686"	"46"	"0.0237113402061856"
"S1145_MG_056_A"	"0.667153942392116"	"0.083289124668435"	"0.971260836895133"	"169"	"0.0896551724137931"
"S1146_MG_057_A"	"0.61391921711418"	"0.0552178318135765"	"0.928717401164838"	"121"	"0.0612968591691996"
"S1147_MG_058_A"	"0.580384408042031"	"0.0428571428571429"	"1.02158162796772"	"78"	"0.0428571428571429"
"S1148_MG_059_A"	"0.585422142615656"	"0.0456273764258555"	"0.936047169367451"	"92"	"0.0499728408473656"
"S1149_MG_060_A"	"0.41276591891766"	"0.0478938257357184"	"0.146166786267691"	"688"	"0.396999422965955"
"S1150_MG_061_A"	"0.500275619946479"	"0.025934861278649"	"0.824357270812623"	"53"	"0.0319662243667069"
"S1151_MG_062_A"	"0.567606521537583"	"0.0393037619314992"	"1.01978060979331"	"70"	"0.0393037619314992"
"S1152_MG_063_A"	"0.572638280129634"	"0.0492610837438424"	"0.739199343394561"	"98"	"0.0689655172413793"
"S1153_MG_064_A"	"0.571625920210976"	"0.0476973684210526"	"1.02403826360182"	"58"	"0.0476973684210526"
"S1154_MG_065_A"	"0.591251558109222"	"0.0546492659053834"	"1.02757349908747"	"67"	"0.0546492659053834"
"S1155_MG_066_A"	"0.539318816978578"	"0.0394618834080717"	"1.01986070835629"	"44"	"0.0394618834080717"
"S1156_MG_067_A"	"0.531209598774549"	"0.0369393139841689"	"1.018583363816"	"42"	"0.0369393139841689"
"S1157_MG_068_A"	"0.553583384633126"	"0.0419753086419753"	"1.02113447722082"	"51"	"0.0419753086419753"
"S1158_MG_069_A"	"0.59509485713628"	"0.0584795321637427"	"0.938644140325499"	"77"	"0.064327485380117"
"S1159_MG_070_A"	"0.637853987163119"	"0.079646017699115"	"0.86546366571713"	"120"	"0.0965406275140788"
"S1160_MG_071_A"	"0.649004508191746"	"0.0811232449297972"	"1.04110997739483"	"104"	"0.0811232449297972"
"S1161_MG_072_A"	"0.685624583226038"	"0.112745098039216"	"0.90424913434394"	"163"	"0.133169934640523"
"S1162_MG_073_A"	"0.689505104131346"	"0.115593483320403"	"0.940716133943368"	"169"	"0.1311093871218"
"S1163_MG_074_A"	"0.51111243960047"	"0.0577223088923557"	"0.454801175839248"	"261"	"0.135725429017161"
"S1164_MG_075_A"	"0.602738336599907"	"0.0488826815642458"	"0.937702899421871"	"115"	"0.0535381750465549"
"S1165_MG_076_A"	"0.573293243496912"	"0.0387523629489603"	"0.972995800080822"	"86"	"0.0406427221172023"
"S1166_MG_077_A"	"0.691615131713642"	"0.108946608946609"	"1.01728494025977"	"157"	"0.113275613275613"
"S1167_MG_078_A"	"0.659052737443288"	"0.0776699029126214"	"0.955046557007835"	"166"	"0.0848237097598365"
"S1168_MG_079_A"	"0.539782581147316"	"0.0280970625798212"	"1.01411431750147"	"66"	"0.0280970625798212"
