"ID"	"R_G"	"LOD"
"NC_000936.1_S3"	"0.634643758333207"	"0"
"NC_010429.1_S4"	"0.643539336801289"	"0"
"NC_025708.1_S1"	"0.695827878844385"	"1"
"NC_027637.1_S2"	"0.731028114503"	"1"
"NC_039057.1_S1"	"0.539788910383753"	"0"
"S1081_ML_002_A"	"0.704412078356205"	"0"
"S1082_ML_003_A"	"0.723474815642903"	"0"
"S1083_ML_004_A"	"0.378524528862019"	"0"
"S1084_ML_005_A"	"0.718351159190339"	"0"
"S1085_ML_006_A"	"0.735870766205866"	"0"
"S1086_ML_007_A"	"0.692648380494046"	"0"
"S1087_MG_001_A"	"0.40626840393829"	"0"
"S1088_MG_002_A"	"0.675050833469878"	"0"
"S1089_MG_003_A"	"0.771402537966154"	"1"
"S1090_MG_004_A"	"0.674813795750789"	"0"
"S1091_MG_005_A"	"0.752145604788393"	"1"
"S1092_MG_006_A"	"0.686954505196013"	"0"
"S1093_MG_007_A"	"0.665701498927394"	"0"
"S1094_MG_008_A"	"0.727994707488957"	"1"
"S1095_MG_009_A"	"0.759581106998097"	"1"
"S1096_MG_010_A"	"0.77574676013029"	"1"
"S1097_MG_011_A"	"0.707451545008933"	"1"
"S1098_MG_012_A"	"0.673918247000098"	"0"
"S1099_MG_013_A"	"0.668115495134908"	"0"
"S1100_MG_014_A"	"0.671183392167065"	"0"
"S1101_MG_015_A"	"0.758721290555759"	"1"
"S1102_MG_016_A"	"0.686829138780033"	"0"
"S1103_MG_017_A"	"0.759164900376012"	"1"
"S1104_MG_018_A"	"0.696675170960249"	"0"
"S1105_MG_019_A"	"0.738132856114585"	"1"
"S1106_MG_020_A"	"0.648526602422331"	"0"
"S1107_MG_021_A"	"0.690701277392322"	"0"
"S1108_MG_022_A"	"0.761155558940852"	"1"
"S1109_MG_023_A"	"0.588261279626536"	"0"
"S1110_MG_024_A"	"0.643141186030064"	"0"
"S1111_MG_025_A"	"0.665515069567542"	"0"
"S1112_MG_026_A"	"0.628915860249217"	"0"
"S1113_MG_027_A"	"0.608505163707232"	"0"
"S1114_MG_028_A"	"0.618602355424587"	"0"
"S1115_MG_029_A"	"0.64965030721687"	"0"
"S1116_MG_030_A"	"0.75345320750385"	"1"
"S1117_MG_031_A"	"0.713451264972737"	"1"
"S1118_MG_032_A"	"0.774143196949246"	"1"
"S1119_MG_033_A"	"0.653635305045138"	"0"
"S1120_MG_034_A"	"0.634823024023603"	"0"
"S1121_MG_035_A"	"0.733311591870832"	"1"
"S1122_MG_036_A"	"0.666695377533246"	"1"
"S1123_MG_037_A"	"0.641142135873119"	"0"
"S1124_MG_038_A"	"0.68274686363398"	"0"
"S1125_MG_039_A"	"0.661093969269071"	"0"
"S1126_MG_040_A"	"0.743876780302817"	"1"
"S1127_MG_041_A"	"0.706952118499995"	"0"
"S1128_MG_042_A"	"0.686957719481596"	"0"
"S1129_MG_043_A"	"0.660112732215347"	"0"
"S1130_MG_044_A"	"0.71277176842813"	"1"
"S1131_MG_045_A"	"0.754960862520324"	"1"
"S1132_MG_046_A"	"0.690598707372798"	"0"
"S1133_MG_047_A"	"0.722990814398256"	"1"
"S1134_MG_048_A"	"0.484317927398796"	"0"
"S1138_MG_049_A"	"0.71048810376601"	"1"
"S1139_MG_050_A"	"0.57895563065042"	"0"
"S1140_MG_051_A"	"0.693862372179989"	"1"
"S1141_MG_052_A"	"0.644735065422328"	"0"
"S1142_MG_053_A"	"0.647908144933275"	"0"
"S1143_MG_054_A"	"0.736315099505338"	"1"
"S1144_MG_055_A"	"0.579849458500726"	"0"
"S1145_MG_056_A"	"0.60213676835084"	"0"
"S1146_MG_057_A"	"0.609884090796228"	"0"
"S1147_MG_058_A"	"0.652646685310266"	"0"
"S1148_MG_059_A"	"0.627856856569674"	"0"
"S1149_MG_060_A"	"0.653603706713643"	"0"
"S1150_MG_061_A"	"0.64440472106537"	"0"
"S1151_MG_062_A"	"0.59711891690154"	"0"
"S1152_MG_063_A"	"0.707550505801008"	"1"
"S1153_MG_064_A"	"0.506639821764268"	"0"
"S1154_MG_065_A"	"0.562560874143768"	"0"
"S1155_MG_066_A"	"0.699872753302679"	"1"
"S1156_MG_067_A"	"0.652852853027406"	"0"
"S1157_MG_068_A"	"0.614757732681156"	"0"
"S1158_MG_069_A"	"0.675468832059964"	"1"
"S1159_MG_070_A"	"0.725162889792051"	"1"
"S1160_MG_071_A"	"0.703110578129888"	"1"
"S1161_MG_072_A"	"0.760044663366767"	"1"
"S1162_MG_073_A"	"0.727260018104153"	"1"
"S1163_MG_074_A"	"0.650408896648524"	"0"
"S1164_MG_075_A"	"0.688106971037087"	"0"
"S1165_MG_076_A"	"0.696528068178622"	"1"
"S1166_MG_077_A"	"0.649102241520763"	"0"
"S1167_MG_078_A"	"0.703361680777697"	"1"
"S1168_MG_079_A"	"0.565489803442053"	"0"
