"ID"	"R_G"	"LOD"
"NC_000936.1_S3"	"0.534767538835784"	"0"
"NC_010429.1_S4"	"0.591968335464756"	"0"
"NC_025708.1_S1"	"0.33657135083449"	"0"
"NC_027637.1_S2"	"0.610441045224712"	"0"
"NC_039057.1_S1"	"0.438708553930233"	"0"
"S1081_ML_002_A"	"0.663615750289092"	"0"
"S1082_ML_003_A"	"0.662044232649645"	"0"
"S1083_ML_004_A"	"0.690916339088269"	"0"
"S1084_ML_005_A"	"0.638901479235653"	"0"
"S1085_ML_006_A"	"0.705647461634332"	"0"
"S1086_ML_007_A"	"0.67486868144781"	"0"
"S1087_MG_001_A"	"0.650674356136788"	"0"
"S1088_MG_002_A"	"0.654140267551947"	"0"
"S1089_MG_003_A"	"0.695663749517698"	"0"
"S1090_MG_004_A"	"0.560866299255565"	"0"
"S1091_MG_005_A"	"0.676066147672043"	"0"
"S1092_MG_006_A"	"0.659742148871449"	"0"
"S1093_MG_007_A"	"0.657812884544857"	"0"
"S1094_MG_008_A"	"0.650901228413093"	"0"
"S1095_MG_009_A"	"0.697584515129382"	"0"
"S1096_MG_010_A"	"0.685059774634555"	"1"
"S1097_MG_011_A"	"0.643250612758085"	"0"
"S1098_MG_012_A"	"0.611776525550926"	"0"
"S1099_MG_013_A"	"0.515214382802109"	"0"
"S1100_MG_014_A"	"0.50234839196369"	"0"
"S1101_MG_015_A"	"0.717479762466917"	"1"
"S1102_MG_016_A"	"0.601329678729574"	"0"
"S1103_MG_017_A"	"0.674901882824397"	"0"
"S1104_MG_018_A"	"0.580650242812409"	"0"
"S1105_MG_019_A"	"0.660358853537635"	"0"
"S1106_MG_020_A"	"0.608177684183426"	"0"
"S1107_MG_021_A"	"0.656401199483324"	"0"
"S1108_MG_022_A"	"0.68690761171359"	"0"
"S1109_MG_023_A"	"0.575082426320166"	"0"
"S1110_MG_024_A"	"0.620711017777248"	"0"
"S1111_MG_025_A"	"0.664085908159118"	"0"
"S1112_MG_026_A"	"0.508947703928257"	"0"
"S1113_MG_027_A"	"0.616432156618259"	"0"
"S1114_MG_028_A"	"0.643146977516431"	"0"
"S1115_MG_029_A"	"0.680824238091759"	"0"
"S1116_MG_030_A"	"0.706991248536278"	"0"
"S1117_MG_031_A"	"0.614608498126296"	"0"
"S1118_MG_032_A"	"0.712807222229153"	"0"
"S1119_MG_033_A"	"0.656761151966417"	"0"
"S1120_MG_034_A"	"0.495453336302498"	"0"
"S1121_MG_035_A"	"0.687529384492733"	"0"
"S1122_MG_036_A"	"0.64892800094337"	"0"
"S1123_MG_037_A"	"0.641340649310103"	"0"
"S1124_MG_038_A"	"0.658663411030926"	"0"
"S1125_MG_039_A"	"0.607659810285643"	"0"
"S1126_MG_040_A"	"0.557369173243333"	"0"
"S1127_MG_041_A"	"0.571234709249393"	"0"
"S1128_MG_042_A"	"0.647535414615252"	"0"
"S1129_MG_043_A"	"0.635231998094864"	"0"
"S1130_MG_044_A"	"0.64787918500776"	"0"
"S1131_MG_045_A"	"0.619440602471292"	"0"
"S1132_MG_046_A"	"0.68934529093139"	"0"
"S1133_MG_047_A"	"0.588021224697438"	"0"
"S1134_MG_048_A"	"0.627707567747118"	"0"
"S1138_MG_049_A"	"0.46880772348324"	"0"
"S1139_MG_050_A"	"0.668707531578829"	"0"
"S1140_MG_051_A"	"0.647621405461834"	"0"
"S1141_MG_052_A"	"0.646659050122049"	"0"
"S1142_MG_053_A"	"0.648594449104207"	"0"
"S1143_MG_054_A"	"0.52265493337251"	"0"
"S1144_MG_055_A"	"0.505735433053885"	"0"
"S1145_MG_056_A"	"0.667153942392116"	"0"
"S1146_MG_057_A"	"0.61391921711418"	"0"
"S1147_MG_058_A"	"0.580384408042031"	"0"
"S1148_MG_059_A"	"0.585422142615656"	"0"
"S1149_MG_060_A"	"0.41276591891766"	"0"
"S1150_MG_061_A"	"0.500275619946479"	"0"
"S1151_MG_062_A"	"0.567606521537583"	"0"
"S1152_MG_063_A"	"0.572638280129634"	"0"
"S1153_MG_064_A"	"0.571625920210976"	"0"
"S1154_MG_065_A"	"0.591251558109222"	"0"
"S1155_MG_066_A"	"0.539318816978578"	"0"
"S1156_MG_067_A"	"0.531209598774549"	"0"
"S1157_MG_068_A"	"0.553583384633126"	"0"
"S1158_MG_069_A"	"0.59509485713628"	"0"
"S1159_MG_070_A"	"0.637853987163119"	"0"
"S1160_MG_071_A"	"0.649004508191746"	"0"
"S1161_MG_072_A"	"0.685624583226038"	"1"
"S1162_MG_073_A"	"0.689505104131346"	"1"
"S1163_MG_074_A"	"0.51111243960047"	"0"
"S1164_MG_075_A"	"0.602738336599907"	"0"
"S1165_MG_076_A"	"0.573293243496912"	"0"
"S1166_MG_077_A"	"0.691615131713642"	"1"
"S1167_MG_078_A"	"0.659052737443288"	"0"
"S1168_MG_079_A"	"0.539782581147316"	"0"
